"treatment","Trait","groups","combi","trait","BBCH","Year"
"Esket",464.089583333334,"b","var","Acc_Temperature","13",2020
"Capone",462.133333333333,"b","var","Acc_Temperature","13",2020
"176_Combined_Patras",512.736805555556,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Combined_Potenzial",504.606944444444,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Combined_Apertus",498.88125,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Split_Potenzial",495.570138888889,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Combined_Pionier",492.850694444445,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Combined_Potenzial",489.844444444444,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Split_Torrild",489.539583333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Combined_Torrild",489.539583333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Combined_Torrild",485.025694444445,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Split_Patras",485.025694444445,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Combined_Apertus",477.339583333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Combined_Alves",475.988888888889,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Combined_Pionier",475.988888888889,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Split_Torrild",475.988888888889,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Combined_Alves",471.170138888889,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Split_Apertus",471.170138888889,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Split_Alves",471.170138888889,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Combined_Esket",469.958333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Split_Alves",469.958333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Combined_Capone",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Split_Capone",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Split_Esket",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Split_Patras",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Split_Pionier",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"176_Split_Potenzial",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Combined_Capone",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Combined_Esket",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Combined_Patras",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Split_Apertus",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Split_Capone",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Split_Esket",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Split_Pionier",462.133333333333,"a","nitrogen:appl:var","Acc_Temperature","13",2020
"220_Late_Potenzial",505.402083333333,"a","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Early_Apertus",498.086111111111,"a","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Early_Alves",496.874305555556,"a","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Early_Pionier",496.874305555556,"a","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Early_Torrild",496.874305555556,"a","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Early_Patras",489.049305555556,"ab","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Early_Potenzial",489.049305555556,"ab","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Early_Alves",489.049305555556,"ab","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Early_Apertus",489.049305555556,"ab","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Early_Patras",489.049305555556,"ab","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Early_Esket",487.8375,"ab","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Early_Torrild",487.8375,"ab","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Late_Patras",485.820833333334,"ab","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Early_Capone",480.0125,"abc","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Early_Capone",480.0125,"abc","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Early_Esket",480.0125,"abc","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Early_Pionier",480.0125,"abc","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Early_Potenzial",480.0125,"abc","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Late_Potenzial",477.690972222222,"abcd","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Late_Torrild",477.690972222222,"abcd","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Late_Torrild",477.690972222222,"abcd","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Late_Apertus",471.965277777778,"abcd","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Late_Pionier",458.109722222223,"bcd","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Late_Alves",458.109722222223,"bcd","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Late_Patras",458.109722222223,"bcd","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Late_Pionier",458.109722222223,"bcd","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Late_Apertus",450.423611111111,"cd","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Late_Alves",444.254166666667,"d","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Late_Capone",444.254166666667,"d","nitrogen:timeid:var","Acc_Temperature","13",2020
"176_Late_Esket",444.254166666667,"d","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Late_Capone",444.254166666667,"d","nitrogen:timeid:var","Acc_Temperature","13",2020
"220_Late_Esket",444.254166666667,"d","nitrogen:timeid:var","Acc_Temperature","13",2020
"Pionier",333.054340277779,"a","var","Acc_Temperature","23
31",2020
"Apertus",323.142187500002,"ab","var","Acc_Temperature","23
31",2020
"Patras",313.583159722224,"abc","var","Acc_Temperature","23
31",2020
"Capone",304.879340277779,"abc","var","Acc_Temperature","23
31",2020
"Potenzial",303.964062500002,"abc","var","Acc_Temperature","23
31",2020
"Esket",293.129166666668,"abc","var","Acc_Temperature","23
31",2020
"Torrild",284.167534722223,"bc","var","Acc_Temperature","23
31",2020
"Alves",281.332812500001,"c","var","Acc_Temperature","23
31",2020
"Early_Capone",363.613194444447,"a","timeid:var","Acc_Temperature","23
31",2020
"Early_Pionier",359.605208333336,"ab","timeid:var","Acc_Temperature","23
31",2020
"Early_Apertus",353.277083333337,"ab","timeid:var","Acc_Temperature","23
31",2020
"Early_Torrild",351.71840277778,"ab","timeid:var","Acc_Temperature","23
31",2020
"Early_Potenzial",350.515277777781,"ab","timeid:var","Acc_Temperature","23
31",2020
"Early_Patras",347.863194444447,"abc","timeid:var","Acc_Temperature","23
31",2020
"Early_Alves",347.820138888892,"abc","timeid:var","Acc_Temperature","23
31",2020
"Early_Esket",346.550347222225,"abc","timeid:var","Acc_Temperature","23
31",2020
"Late_Pionier",306.503472222223,"abcd","timeid:var","Acc_Temperature","23
31",2020
"Late_Apertus",293.007291666667,"bcd","timeid:var","Acc_Temperature","23
31",2020
"Late_Patras",279.303125000001,"cde","timeid:var","Acc_Temperature","23
31",2020
"Late_Potenzial",257.412847222223,"de","timeid:var","Acc_Temperature","23
31",2020
"Late_Capone",246.145486111111,"de","timeid:var","Acc_Temperature","23
31",2020
"Late_Esket",239.707986111111,"de","timeid:var","Acc_Temperature","23
31",2020
"Late_Torrild",216.616666666667,"e","timeid:var","Acc_Temperature","23
31",2020
"Late_Alves",214.845486111111,"e","timeid:var","Acc_Temperature","23
31",2020
"Pionier",1061.340625,"a","var","Acc_Temperature","31",2020
"Patras",1043.57413194445,"ab","var","Acc_Temperature","31",2020
"Apertus",1042.62291666667,"ab","var","Acc_Temperature","31",2020
"Potenzial",1036.92951388889,"abc","var","Acc_Temperature","31",2020
"Capone",1035.47552083333,"abc","var","Acc_Temperature","31",2020
"Esket",1018.71875,"bc","var","Acc_Temperature","31",2020
"Torrild",1012.09670138889,"c","var","Acc_Temperature","31",2020
"Alves",1010.96666666667,"c","var","Acc_Temperature","31",2020
"Combined_Pionier",1084.71944444445,"a","appl:var","Acc_Temperature","31",2020
"Combined_Patras",1075.44236111111,"ab","appl:var","Acc_Temperature","31",2020
"Combined_Apertus",1072.52604166667,"ab","appl:var","Acc_Temperature","31",2020
"Combined_Potenzial",1066.30729166667,"ab","appl:var","Acc_Temperature","31",2020
"Combined_Capone",1058.23125,"ab","appl:var","Acc_Temperature","31",2020
"Split_Pionier",1037.96180555556,"ab","appl:var","Acc_Temperature","31",2020
"Combined_Esket",1024.71770833333,"ab","appl:var","Acc_Temperature","31",2020
"Split_Torrild",1016.64166666667,"ab","appl:var","Acc_Temperature","31",2020
"Split_Alves",1015.62777777778,"ab","appl:var","Acc_Temperature","31",2020
"Split_Apertus",1012.71979166667,"ab","appl:var","Acc_Temperature","31",2020
"Split_Esket",1012.71979166667,"ab","appl:var","Acc_Temperature","31",2020
"Split_Capone",1012.71979166667,"ab","appl:var","Acc_Temperature","31",2020
"Split_Patras",1011.70590277778,"ab","appl:var","Acc_Temperature","31",2020
"Combined_Torrild",1007.55173611111,"b","appl:var","Acc_Temperature","31",2020
"Split_Potenzial",1007.55173611111,"b","appl:var","Acc_Temperature","31",2020
"Combined_Alves",1006.30555555556,"b","appl:var","Acc_Temperature","31",2020
"Early_Pionier",1092.34027777778,"a","timeid:var","Acc_Temperature","31",2020
"Early_Capone",1088.41840277778,"ab","timeid:var","Acc_Temperature","31",2020
"Early_Torrild",1088.41840277778,"ab","timeid:var","Acc_Temperature","31",2020
"Early_Alves",1083.25034722222,"ab","timeid:var","Acc_Temperature","31",2020
"Early_Esket",1083.25034722222,"ab","timeid:var","Acc_Temperature","31",2020
"Early_Potenzial",1083.25034722222,"ab","timeid:var","Acc_Temperature","31",2020
"Early_Patras",1079.32847222222,"ab","timeid:var","Acc_Temperature","31",2020
"Early_Apertus",1078.08229166667,"ab","timeid:var","Acc_Temperature","31",2020
"Late_Pionier",1030.34097222222,"bc","timeid:var","Acc_Temperature","31",2020
"Late_Patras",1007.81979166667,"cd","timeid:var","Acc_Temperature","31",2020
"Late_Apertus",1007.16354166667,"cd","timeid:var","Acc_Temperature","31",2020
"Late_Potenzial",990.608680555556,"cde","timeid:var","Acc_Temperature","31",2020
"Late_Capone",982.532638888889,"cde","timeid:var","Acc_Temperature","31",2020
"Late_Esket",954.187152777778,"de","timeid:var","Acc_Temperature","31",2020
"Late_Alves",938.682986111111,"e","timeid:var","Acc_Temperature","31",2020
"Late_Torrild",935.775,"e","timeid:var","Acc_Temperature","31",2020
"Early_Pionier",501.84722222222,"a","timeid:var","Acc_Temperature","31
41",2020
"Early_Apertus",501.59270833333,"a","timeid:var","Acc_Temperature","31
41",2020
"Late_Torrild",489.42291666667,"ab","timeid:var","Acc_Temperature","31
41",2020
"Late_Esket",489.151388888892,"ab","timeid:var","Acc_Temperature","31
41",2020
"Early_Patras",485.834027777775,"ab","timeid:var","Acc_Temperature","31
41",2020
"Early_Alves",481.912152777775,"ab","timeid:var","Acc_Temperature","31
41",2020
"Early_Esket",481.912152777775,"ab","timeid:var","Acc_Temperature","31
41",2020
"Early_Potenzial",481.912152777775,"ab","timeid:var","Acc_Temperature","31
41",2020
"Early_Torrild",480.37222222222,"ab","timeid:var","Acc_Temperature","31
41",2020
"Early_Capone",476.74409722222,"ab","timeid:var","Acc_Temperature","31
41",2020
"Late_Alves",475.630555555559,"ab","timeid:var","Acc_Temperature","31
41",2020
"Late_Capone",457.177777777781,"ab","timeid:var","Acc_Temperature","31
41",2020
"Late_Potenzial",456.323611111114,"ab","timeid:var","Acc_Temperature","31
41",2020
"Late_Apertus",439.803125000003,"ab","timeid:var","Acc_Temperature","31
41",2020
"Late_Patras",439.146875000003,"ab","timeid:var","Acc_Temperature","31
41",2020
"Late_Pionier",425.011111111114,"b","timeid:var","Acc_Temperature","31
41",2020
"Esket",679.802256944442,"a","var","Acc_Temperature","31
61",2020
"Capone",669.725173611108,"ab","var","Acc_Temperature","31
61",2020
"Pionier",661.217187499996,"abc","var","Acc_Temperature","31
61",2020
"Apertus",659.905902777775,"abc","var","Acc_Temperature","31
61",2020
"Alves",655.910590277776,"abc","var","Acc_Temperature","31
61",2020
"Torrild",653.342708333332,"bc","var","Acc_Temperature","31
61",2020
"Potenzial",638.065277777776,"cd","var","Acc_Temperature","31
61",2020
"Patras",621.865277777776,"d","var","Acc_Temperature","31
61",2020
"Early_Pionier",695.16493055555,"a","timeid:var","Acc_Temperature","31
61",2020
"Early_Apertus",693.187847222216,"ab","timeid:var","Acc_Temperature","31
61",2020
"Early_Esket",685.347916666661,"abc","timeid:var","Acc_Temperature","31
61",2020
"Early_Capone",682.851736111106,"abc","timeid:var","Acc_Temperature","31
61",2020
"Late_Torrild",676.433680555556,"abc","timeid:var","Acc_Temperature","31
61",2020
"Late_Alves",676.401388888889,"abc","timeid:var","Acc_Temperature","31
61",2020
"Late_Esket",674.256597222222,"abc","timeid:var","Acc_Temperature","31
61",2020
"Late_Capone",656.598611111111,"abcd","timeid:var","Acc_Temperature","31
61",2020
"Early_Potenzial",640.967361111107,"abcd","timeid:var","Acc_Temperature","31
61",2020
"Early_Patras",639.341666666663,"abcd","timeid:var","Acc_Temperature","31
61",2020
"Early_Alves",635.419791666663,"abcd","timeid:var","Acc_Temperature","31
61",2020
"Late_Potenzial",635.163194444444,"abcd","timeid:var","Acc_Temperature","31
61",2020
"Early_Torrild",630.251736111108,"bcd","timeid:var","Acc_Temperature","31
61",2020
"Late_Pionier",627.269444444443,"cd","timeid:var","Acc_Temperature","31
61",2020
"Late_Apertus",626.623958333333,"cd","timeid:var","Acc_Temperature","31
61",2020
"Late_Patras",604.388888888888,"d","timeid:var","Acc_Temperature","31
61",2020
"Pionier",1524.76979166667,"a","var","Acc_Temperature","41",2020
"Apertus",1513.32083333334,"ab","var","Acc_Temperature","41",2020
"Patras",1506.06458333334,"bc","var","Acc_Temperature","41",2020
"Potenzial",1506.04739583334,"bc","var","Acc_Temperature","41",2020
"Esket",1504.25052083334,"bc","var","Acc_Temperature","41",2020
"Capone",1502.43645833333,"bc","var","Acc_Temperature","41",2020
"Torrild",1496.99427083333,"cd","var","Acc_Temperature","41",2020
"Alves",1489.73802083333,"d","var","Acc_Temperature","41",2020
"Early_Pionier",1594.1875,"a","timeid:var","Acc_Temperature","41",2020
"Early_Apertus",1579.675,"ab","timeid:var","Acc_Temperature","41",2020
"Early_Torrild",1568.790625,"ab","timeid:var","Acc_Temperature","41",2020
"Early_Alves",1565.1625,"b","timeid:var","Acc_Temperature","41",2020
"Early_Capone",1565.1625,"b","timeid:var","Acc_Temperature","41",2020
"Early_Esket",1565.1625,"b","timeid:var","Acc_Temperature","41",2020
"Early_Patras",1565.1625,"b","timeid:var","Acc_Temperature","41",2020
"Early_Potenzial",1565.1625,"b","timeid:var","Acc_Temperature","41",2020
"Late_Pionier",1455.35208333334,"c","timeid:var","Acc_Temperature","41",2020
"Late_Apertus",1446.96666666667,"cd","timeid:var","Acc_Temperature","41",2020
"Late_Patras",1446.96666666667,"cd","timeid:var","Acc_Temperature","41",2020
"Late_Potenzial",1446.93229166667,"cd","timeid:var","Acc_Temperature","41",2020
"Late_Esket",1443.33854166667,"cd","timeid:var","Acc_Temperature","41",2020
"Late_Capone",1439.71041666667,"cde","timeid:var","Acc_Temperature","41",2020
"Late_Torrild",1425.19791666667,"de","timeid:var","Acc_Temperature","41",2020
"Late_Alves",1414.31354166667,"e","timeid:var","Acc_Temperature","41",2020
"Combined_Early_Pionier",1608.7,"a","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Early_Apertus",1594.1875,"ab","appl:timeid:var","Acc_Temperature","41",2020
"Split_Early_Pionier",1579.675,"ab","appl:timeid:var","Acc_Temperature","41",2020
"Split_Early_Torrild",1572.41875,"b","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Early_Alves",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Early_Capone",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Early_Esket",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Early_Patras",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Early_Potenzial",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Early_Torrild",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Split_Early_Alves",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Split_Early_Apertus",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Split_Early_Capone",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Split_Early_Esket",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Split_Early_Patras",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Split_Early_Potenzial",1565.1625,"b","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Late_Pionier",1458.94583333334,"c","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Late_Potenzial",1454.15416666667,"c","appl:timeid:var","Acc_Temperature","41",2020
"Split_Late_Pionier",1451.75833333334,"c","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Late_Apertus",1446.96666666667,"cd","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Late_Patras",1446.96666666667,"cd","appl:timeid:var","Acc_Temperature","41",2020
"Split_Late_Apertus",1446.96666666667,"cd","appl:timeid:var","Acc_Temperature","41",2020
"Split_Late_Esket",1446.96666666667,"cd","appl:timeid:var","Acc_Temperature","41",2020
"Split_Late_Patras",1446.96666666667,"cd","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Late_Capone",1439.71041666667,"cde","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Late_Esket",1439.71041666667,"cde","appl:timeid:var","Acc_Temperature","41",2020
"Split_Late_Capone",1439.71041666667,"cde","appl:timeid:var","Acc_Temperature","41",2020
"Split_Late_Potenzial",1439.71041666667,"cde","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Late_Torrild",1432.45416666667,"cde","appl:timeid:var","Acc_Temperature","41",2020
"Combined_Late_Alves",1417.94166666667,"de","appl:timeid:var","Acc_Temperature","41",2020
"Split_Late_Torrild",1417.94166666667,"de","appl:timeid:var","Acc_Temperature","41",2020
"Split_Late_Alves",1410.68541666667,"e","appl:timeid:var","Acc_Temperature","41",2020
"Apertus",66.905555555555,"a","var","Acc_Temperature","41
51",2020
"Pionier",64.9611111111117,"ab","var","Acc_Temperature","41
51",2020
"Capone",64.6581597222209,"ab","var","Acc_Temperature","41
51",2020
"Esket",60.0621527777759,"ab","var","Acc_Temperature","41
51",2020
"Alves",51.2664930555551,"ab","var","Acc_Temperature","41
51",2020
"Potenzial",49.9862847222201,"ab","var","Acc_Temperature","41
51",2020
"Torrild",49.5348958333322,"ab","var","Acc_Temperature","41
51",2020
"Patras",44.9312499999967,"b","var","Acc_Temperature","41
51",2020
"Pionier",1589.73090277778,"a","var","Acc_Temperature","51",2020
"Apertus",1580.22638888889,"ab","var","Acc_Temperature","51",2020
"Capone",1567.09461805556,"abc","var","Acc_Temperature","51",2020
"Esket",1564.31267361111,"bc","var","Acc_Temperature","51",2020
"Potenzial",1556.03368055556,"cd","var","Acc_Temperature","51",2020
"Patras",1550.99583333333,"cd","var","Acc_Temperature","51",2020
"Torrild",1546.52916666667,"cd","var","Acc_Temperature","51",2020
"Alves",1541.00451388889,"d","var","Acc_Temperature","51",2020
"Pionier",1722.5578125,"a","var","Acc_Temperature","61",2020
"Capone",1705.20069444444,"a","var","Acc_Temperature","61",2020
"Apertus",1702.52881944444,"a","var","Acc_Temperature","61",2020
"Esket",1698.52100694444,"ab","var","Acc_Temperature","61",2020
"Potenzial",1674.99479166667,"bc","var","Acc_Temperature","61",2020
"Alves",1666.87725694444,"c","var","Acc_Temperature","61",2020
"Patras",1665.43940972222,"c","var","Acc_Temperature","61",2020
"Torrild",1665.43940972222,"c","var","Acc_Temperature","61",2020
"Potenzial",221.067708333334,"a","var","Acc_Temperature","61
71",2020
