"treatment","Trait","groups","combi","trait","Year","part","BBCH","group"
"176_Combined_Early_Apertus",2.6334999868325,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Late_Capone",2.63199998684,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Combined_Late_Capone",2.60999998695,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Split_Late_Capone",2.5434999872825,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Late_Potenzial",2.5174999874125,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Split_Late_Torrild",2.4334999878325,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Combined_Early_Esket",2.4144999879275,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Late_Capone",2.3504999882475,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Late_Apertus",2.3434999882825,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Combined_Late_Pionier",2.28599998857,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Split_Late_Patras",2.2734999886325,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Early_Patras",2.1924999890375,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Combined_Late_Torrild",2.1794999891025,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Early_Apertus",2.042999989785,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Early_Alves",1.99599999002,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Combined_Late_Patras",1.802999990985,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Early_Torrild",1.8024999909875,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Combined_Early_Alves",1.6644999916775,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Late_Esket",1.6524999917375,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Late_Pionier",1.4314999928425,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Late_Torrild",1.4234999928825,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Late_Potenzial",1.4034999929825,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Early_Patras",1.3464999932675,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Early_Pionier",1.2524999937375,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Early_Esket",1.126999994365,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Early_Capone",1.1234999943825,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Late_Esket",1.0354999948225,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Late_Patras",0.99399999503,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Combined_Late_Potenzial",0.896999995515,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Split_Late_Apertus",0.7694999961525,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Early_Alves",0.754999996225,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Split_Early_Patras",0.7414999962925,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Late_Alves",0.68199999659,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Early_Apertus",0.54399999728,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Early_Potenzial",0.34199999829,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Split_Early_Esket",0.0964999995175,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Combined_Early_Potenzial",-0.34799999826,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Combined_Early_Capone",-0.5564999972175,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220_Split_Early_Alves",-0.576499997117499,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Combined_Early_Torrild",-0.6404999967975,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Split_Early_Torrild",-1.7704999911475,"ab","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"176_Combined_Early_Pionier",-2.6854999865725,"b","nitrogen:appl:timeid:var","Delta_DM_41_51","DFG2020","all","41_51",NA
"220",2.606999986965,"a","nitrogen","Delta_DM_51_61","DFG2020","all","51_61",NA
"176",1.90042186549789,"b","nitrogen","Delta_DM_51_61","DFG2020","all","51_61",NA
"220_Combined",3.2244999838775,"a","nitrogen:appl","Delta_DM_51_61","DFG2020","all","51_61",NA
"176_Split",2.28734373856328,"a","nitrogen:appl","Delta_DM_51_61","DFG2020","all","51_61",NA
"220_Split",1.9894999900525,"a","nitrogen:appl","Delta_DM_51_61","DFG2020","all","51_61",NA
"176_Combined",1.5134999924325,"a","nitrogen:appl","Delta_DM_51_61","DFG2020","all","51_61",NA
"Split_Torrild",4.6724999766375,"a","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Split_Alves",3.21674998391625,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Combined_Capone",2.95924998520375,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Combined_Patras",2.928999985355,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Split_Esket",2.89137498554313,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Combined_Pionier",2.85137498574313,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Combined_Apertus",2.73912498630437,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Split_Capone",2.36112498819437,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Combined_Potenzial",1.94824999025875,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Combined_Torrild",1.850999990745,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Combined_Alves",1.84287499078563,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Combined_Esket",1.83112499084437,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Split_Potenzial",1.74174999129125,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Split_Apertus",1.07774999461125,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Split_Patras",1.02199999489,"ab","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"Split_Pionier",0.124124999379375,"b","appl:var","Delta_DM_51_61","DFG2020","all","51_61",NA
"220_Split_Capone",11.9962499400187,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Split_Torrild",11.8834999405825,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Combined_Pionier",11.5047499424763,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Split_Potenzial",11.0172499449138,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Split_Pionier",10.2707499486462,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Combined_Capone",10.1904999490475,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Combined_Torrild",9.9934999500325,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Split_Potenzial",9.9774999501125,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Split_Esket",9.6314999518425,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Split_Apertus",9.53924995230375,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Split_Patras",8.92724995536375,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Split_Apertus",8.64399995678,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Split_Pionier",8.48624995756875,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Combined_Capone",8.00799995996,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Combined_Potenzial",7.4304999628475,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Combined_Apertus",7.34274996328625,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Combined_Torrild",7.2414999637925,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Split_Esket",7.238999963805,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Combined_Pionier",7.064999964675,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Combined_Alves",7.0524999647375,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Combined_Apertus",6.888999965555,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Combined_Patras",6.718999966405,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Combined_Esket",6.460999967695,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Split_Patras",6.316999968415,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Combined_Esket",5.89274997053625,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Combined_Alves",5.87574997062125,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Combined_Potenzial",5.87574997062125,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Split_Capone",5.8399999708,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Combined_Patras",5.67224997163875,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"220_Split_Alves",3.782999981085,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Split_Alves",3.5594999822025,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"176_Split_Torrild",2.03124998984375,"a","nitrogen:appl:var","Delta_DM_61_87","DFG2020","all","61_87",NA
"Capone",1.34706249326469,"a","var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Esket",1.27431249362844,"a","var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Apertus",1.25087499374562,"a","var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Torrild",1.21824999390875,"a","var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Pionier",1.19893749400531,"a","var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Potenzial",1.00106249499469,"a","var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Alves",0.939187495304063,"a","var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Patras",0.930437495347813,"a","var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Combined_Capone",1.53524999232375,"a","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Split_Torrild",1.51162499244187,"ab","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Combined_Pionier",1.42662499286688,"ab","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Combined_Apertus",1.37637499311813,"abc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Combined_Esket",1.30862499345687,"abc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Split_Esket",1.2399999938,"abc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Split_Capone",1.15887499420562,"abc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Split_Apertus",1.12537499437313,"abc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Split_Alves",1.11837499440812,"abc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Combined_Potenzial",1.09199999454,"abc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Combined_Patras",1.06012499469937,"abc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Split_Pionier",0.97124999514375,"abc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Combined_Torrild",0.924874995375625,"abc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Split_Potenzial",0.910124995449375,"bc","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Split_Patras",0.80074999599625,"c","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"Combined_Alves",0.7599999962,"c","appl:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Early_Esket",2.2494999887525,"a","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Early_Capone",1.75324999123375,"ab","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Late_Apertus",1.56424999217875,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Late_Pionier",1.50199999249,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Early_Alves",1.4754999926225,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Late_Torrild",1.43624999281875,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Late_Capone",1.41574999292125,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Late_Torrild",1.374999993125,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Late_Capone",1.370999993145,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Late_Pionier",1.3364999933175,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Late_Apertus",1.31424999342875,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Early_Patras",1.28724999356375,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Late_Patras",1.24824999375875,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Early_Potenzial",1.2474999937625,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Late_Esket",1.21799999391,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Early_Apertus",1.17274999413625,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Early_Pionier",1.10374999448125,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Late_Potenzial",1.06774999466125,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Late_Potenzial",1.06424999467875,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Early_Torrild",1.04674999476625,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Early_Torrild",1.014999994925,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Late_Esket",0.9844999950775,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Early_Apertus",0.95224999523875,"abc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Late_Alves",0.87399999563,"bc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Early_Pionier",0.8534999957325,"bc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Late_Patras",0.85174999574125,"bc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Early_Capone",0.84824999575875,"bc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Early_Alves",0.83074999584625,"bc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Early_Esket",0.64524999677375,"bc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Early_Potenzial",0.62474999687625,"bc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Late_Alves",0.5764999971175,"bc","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"176_Early_Patras",0.3344999983275,"c","nitrogen:timeid:var","Delta_ear_51_61","DFG2020","ear","51_61",NA
"220_Capone",13.0124999349375,"a","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"220_Torrild",11.6723749416381,"ab","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"220_Pionier",11.2098749439506,"abc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"220_Apertus",11.1916249440419,"abc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"220_Potenzial",10.7233749463831,"abc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"176_Potenzial",10.3926249480369,"abc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"176_Pionier",10.1014999494925,"bc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"220_Patras",9.97974995010125,"bc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"176_Apertus",9.91187495044062,"bc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"220_Esket",9.6084999519575,"bc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"176_Esket",9.57024995214875,"bc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"176_Torrild",9.42224995288875,"bc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"176_Patras",9.19574995402125,"bc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"176_Capone",9.16662495416687,"bc","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"176_Alves",8.764999956175,"c","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"220_Alves",8.66999995665,"c","nitrogen:var","Delta_ear_61_87","DFG2020","ear","61_87",NA
"Late",2.38281248808594,"a","timeid","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"Early",1.7828593660857,"b","timeid","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"Pionier",3.35624998321875,"a","var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"Apertus",2.324999988375,"ab","var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"Torrild",2.11893748940531,"ab","var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"Esket",2.0999999895,"ab","var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"Potenzial",2.04374998978125,"ab","var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"Capone",1.9374999903125,"ab","var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"Alves",1.45624999271875,"b","var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"Patras",1.324999993375,"b","var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"220_Combined_Late_Pionier",4.199999979,"a","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"220_Split_Late_Pionier",4.04999997975,"ab","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"176_Combined_Late_Pionier",3.99999998,"abc","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"176_Split_Late_Pionier",3.799999981,"abcd","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"220_Split_Early_Pionier",3.6999999815,"abcd","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"220_Split_Late_Esket",3.6999999815,"abcd","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"176_Combined_Early_Pionier",3.34999998325,"abcde","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"176_Split_Late_Torrild",3.34999998325,"abcde","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"220_Split_Early_Esket",3.34999998325,"abcde","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"220_Combined_Late_Apertus",3.2999999835,"abcdef","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"220_Split_Late_Apertus",3.199999984,"abcdefg","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"220_Combined_Early_Capone",3.0999999845,"abcdefg","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"220_Combined_Late_Potenzial",2.999999985,"abcdefg","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"176_Split_Early_Torrild",2.999999985,"abcdefg","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
"220_Combined_Late_Capone",2.94999998525,"abcdefg","nitrogen:appl:timeid:var","Delta_spikeNr_51_61","DFG2020","biomasscut","51_61",NA
